id,hash_id,name,disease_group,disease_sub_group,status,version,version_created,relevant_disorders,stats,types
653,,Polycystic liver disease,Gastrohepatology,,public,1.32,2026-01-25T14:28:33.181588Z,"['Polycystic liver disease interim', 'R173']","{'number_of_genes': 20, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
539,,Possible mitochondrial disorder - nuclear genes,Mitochondrial,,public,5.4,2026-05-14T16:24:49.036337Z,['R63'],"{'number_of_genes': 385, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
178,55a76be222c1fc6710839b9f,Primary ciliary disorders,Ciliopathies,Respiratory ciliopathies,public,1.56,2025-11-23T17:43:46.660437Z,['Primary ciliary dyskinesia'],"{'number_of_genes': 145, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1380,,Primary hyperaldosteronism - KCNJ5,Endocrinology,,public,1.3,2026-01-25T14:31:08.856466Z,['R344'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
398,,Primary immunodeficiency or monogenic inflammatory bowel disease,Immunology,,public,9.9,2026-05-13T16:36:21.558841Z,"['Primary immunodeficiency disorders', 'A- or hypo-gammaglobulinaemia', 'Congenital neutropaenia', 'Agranulocytosis', 'Combined B and T cell defect', 'Inherited complement deficiency', 'SCID', 'Primary immune disorder', 'Primary immunodeficiency', 'A-gammaglobulinaemia', 'Agammaglobulinaemia', 'hypo-gammaglobulinaemia', 'hypogammaglobulinemia', 'immune deficiency syndromes', 'Severe combined immunodeficiency', 'Congenital neutopenia', 'Familial haemophagocytic lymphohistiocytic disorders', 'Familial hemophagocytic lymphohistiocytic disorders', 'PID', 'Sepsis', 'Disseminated non-tuberculous mycobacterial infection', 'Primary immunodeficiency', 'R15']","{'number_of_genes': 590, 'number_of_strs': 0, 'number_of_regions': 2}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}]"
65,57ee82ef8f62035c9b2d0487,Primary lymphoedema,Cardiology,,public,5.1,2026-05-06T16:02:21.284533Z,"['Lymphatic Disorders', 'Meiges disease', 'Meige disease', 'Milroy disease', 'Lymphoedema distichiasis', 'Lipoedema disease', 'R136']","{'number_of_genes': 60, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
155,575ed2398f62034208b69ee1,Primary ovarian insufficiency,Endocrine disorders,Gonadal and sex development disorders,public,1.71,2025-11-23T17:44:25.933123Z,"['Early onset familial premature ovarian insufficiency', 'Early onset familial premature ovarian failure']","{'number_of_genes': 70, 'number_of_strs': 1, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
566,,Primary pigmented nodular adrenocortical disease,Endocrinology,,public,1.11,2026-01-25T14:34:53.392073Z,['R160'],"{'number_of_genes': 4, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
506,,Progressive cardiac conduction disease,Cardiology,,public,2.16,2026-05-06T16:02:21.284533Z,['R328'],"{'number_of_genes': 22, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
17,596f8bc88f620352d1224c1a,Prostate cancer pertinent cancer susceptibility,Cancer Programme,Pertinent cancer susceptibility gene panel,public,1.3,2025-11-17T12:27:36.564035Z,['Prostate'],"{'number_of_genes': 5, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}]"
106,55af787822c1fc78a829f89f,Proteinuric renal disease,Renal,,public,6.1,2026-05-06T16:02:21.284533Z,['R195'],"{'number_of_genes': 110, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1381,,Pseudoxanthoma elasticum,Ophthalmology,,public,1.4,2026-01-25T20:46:09.824130Z,['R420'],"{'number_of_genes': 2, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1382,,PTEN Hamartoma Tumour Syndrome,Inherited cancer,,public,1.5,2026-01-25T21:01:13.377027Z,"['R213', 'PTEN Hamartoma Tumor Syndrome']","{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1383,,Pulmonary alveolar microlithiasis,Respiratory,,public,1.3,2026-01-25T20:59:36.521215Z,['R426'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
193,58c7f8a78f62033482c42716,Pulmonary arterial hypertension,Respiratory,,public,4.11,2026-05-08T14:44:32.999122Z,"['PAH', 'R188']","{'number_of_genes': 23, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1174,,Pulmonary fibrosis familial,Respiratory,,public,1.10,2026-05-06T16:02:21.284533Z,['R421'],"{'number_of_genes': 27, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
531,,Pyruvate dehydrogenase (PDH) deficiency,Mitochondrial,,public,1.40,2026-05-06T16:02:21.284533Z,['R316'],"{'number_of_genes': 26, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
247,5763f4588f620350a199604e,Radial dysplasia,Dysmorphic and congenital abnormality syndromes,Dysmorphic disorders,public,1.25,2025-11-23T17:45:15.238655Z,[],"{'number_of_genes': 60, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
518,,Rare anaemia,Haematology,,public,4.6,2026-05-27T09:11:53.767587Z,['R92'],"{'number_of_genes': 104, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
565,,Rare genetic inflammatory skin disorders,Dermatology,,public,4.19,2026-05-22T11:10:59.855828Z,['R332'],"{'number_of_genes': 74, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
150,568ea01e22c1fc1c78b6715d,Rare multisystem ciliopathy disorders,Ciliopathies,Congenital malformations caused by ciliopathies,public,1.182,2026-04-22T13:01:09.977514Z,"['Joubert syndrome', 'Bardet-Biedl Syndrome']","{'number_of_genes': 205, 'number_of_strs': 0, 'number_of_regions': 2}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
728,,Rare multisystem ciliopathy Super panel,Multispecialty,,public,22.2,2026-05-06T16:42:09.288310Z,[],"{'number_of_genes': 342, 'number_of_strs': 0, 'number_of_regions': 2}","[{'name': 'Super Panel', 'slug': 'superpanel', 'description': 'Superpanel'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
168,55b605f722c1fc05fd2345af,Rare syndromic craniosynostosis or isolated multisuture synostosis,Musculoskeletal,,public,6.5,2026-05-01T14:23:54.653369Z,"['Craniosynostosis syndromes', 'Craniosynostosis syndromes phenotypes', 'Rare syndromic craniosynostosis or isolated multisuture synostosis', 'Craniosynostosis', 'R100']","{'number_of_genes': 197, 'number_of_strs': 0, 'number_of_regions': 2}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
48,564cbd3622c1fc10dcb42ac7,RASopathies,Dysmorphic and congenital abnormality syndromes,RASopathies,public,1.87,2025-11-23T17:46:13.267102Z,"['Cardio-facio-cutaneous syndrome', 'Costello syndrome', 'LEOPARD syndrome', 'Legius syndrome', 'Noonan syndrome', 'Noonan syndrome plus other features']","{'number_of_genes': 25, 'number_of_strs': 0, 'number_of_regions': 1}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
154,596f8d5c8f620352d1224c2a,Renal cancer pertinent cancer susceptibility,Cancer Programme,Pertinent cancer susceptibility gene panel,public,1.3,2025-11-17T12:28:24.681995Z,['Renal'],"{'number_of_genes': 10, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}]"
725,,Renal ciliopathies,Renal,,public,5.1,2026-05-06T16:25:12.860351Z,[],"{'number_of_genes': 105, 'number_of_strs': 0, 'number_of_regions': 2}","[{'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
292,553f94d5bb5a1616e5ed45a4,Renal tubulopathies,Renal,,public,6.1,2026-05-06T16:02:21.284533Z,"['Renal tubular acidosis', 'R198']","{'number_of_genes': 66, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
550,,Respiratory ciliopathies including non-CF bronchiectasis,Respiratory,,public,5.1,2026-05-06T16:02:21.284533Z,['R189'],"{'number_of_genes': 90, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
307,56e0238b22c1fc09c97a6e46,Retinal disorders,Ophthalmology,,public,9.4,2026-06-03T15:42:47.021746Z,"['Posterior segment abnormalities', 'Cone Dysfunction Syndrome', 'Developmental macular and foveal dystrophy', 'Inherited macular dystrophy', 'Leber Congenital Amaurosis Early-Onset Severe Retinal Dystrophy', 'Leber Congenital Amaurosis / Early-Onset Severe Retinal Dystrophy', 'Leber Congenital Amaurosis or Early-Onset Severe Retinal Dystrophy', 'Rod Dysfunction Syndrome', 'Rod-cone dystrophy', 'Familial exudative vitreoretinopathy', 'Familial exudative retinopathy', 'Sorsby retinal dystrophy', 'Doyne retinal dystrophy', 'R32']","{'number_of_genes': 455, 'number_of_strs': 1, 'number_of_regions': 1}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1384,,Retinoblastoma,Inherited cancer,,public,1.3,2026-01-25T20:41:24.393115Z,['R219'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
66,55b63d7f22c1fc05fc7a185b,Rhabdomyolysis and metabolic muscle disorders,Neurology,,public,6.1,2026-05-06T16:02:21.284533Z,[],"{'number_of_genes': 76, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1385,,Sandhoff disease,Metabolic,,public,1.3,2026-01-25T20:38:59.632529Z,['R285'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
217,59708b898f62035a04257dd8,Sarcoma cancer susceptibility,Cancer Programme,Pertinent cancer susceptibility gene panel,public,1.26,2025-11-17T12:29:00.799547Z,"['Sarcoma', 'Sarcoma pertinent cancer susceptibility']","{'number_of_genes': 33, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}]"
1637,,Sarcoma of possible germline origin,Inherited cancer,,public,1.1,2026-05-06T16:20:49.583660Z,['R457'],"{'number_of_genes': 13, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
734,,Sarcoma susceptibility,Cancer susceptibility,,public,1.82,2026-01-25T20:38:04.963618Z,[],"{'number_of_genes': 44, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Cancer Germline Virtual', 'slug': 'gms-cancer-germline-virtual', 'description': 'This is a panel used for WGS germline analysis for the GMS.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1386,,SCID with features of gamma chain deficiency,Immunology,,public,1.3,2026-01-25T18:44:31.627381Z,['R235'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1387,,Segmental or atypical neurofibromatosis type 1 testing,Neurology,,public,1.3,2026-01-25T18:43:37.718160Z,['R376'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
98,5763f2348f620350a1996043,Segmental overgrowth disorders - Deep sequencing,Dermatology,,public,5.1,2026-05-06T16:02:21.284533Z,"['Regional overgrowth disorders', 'Segmental overgrowth disorders', 'R110']","{'number_of_genes': 20, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1388,,Severe combined immunodeficiency with adenosine deaminase deficiency,Immunology,,public,1.5,2026-01-25T18:40:54.990542Z,['R16'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1389,,Severe combined immunodeficiency with PNP deficiency,Immunology,,public,1.3,2026-01-25T18:39:50.703433Z,['R234'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
130,55d2fc2d22c1fc2cc6635960,Severe early-onset obesity,Endocrinology,,public,6.1,2026-05-06T16:02:21.284533Z,"['Significant early-onset obesity with or without other endocrine features and short stature', 'Significant early-onset obesity +/- other endocrine features and short stature', 'R149']","{'number_of_genes': 48, 'number_of_strs': 0, 'number_of_regions': 3}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}]"
262,5550b7bebb5a161bf644a3bc,Severe familial anorexia,Metabolic disorders,"Disorders of extremely low weight , severe familial anorexia",public,1.4,2025-11-23T17:46:45.796612Z,[],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
228,57eab3658f620356ef5e4010,Severe hypertriglyceridaemia,Cardiovascular disorders,Arteriopathies,public,1.18,2025-11-23T17:38:59.353516Z,[],"{'number_of_genes': 8, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
546,,Severe insulin resistance and lipodystrophy syndromes,Endocrinology,,public,5.1,2026-05-06T16:02:21.284533Z,"['Lipodystrophy - childhood onset', 'R158']","{'number_of_genes': 35, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}]"
